Diện tích,Phòng ngủ,WC,Giá gốc,Loại,Ngày đăng
25 m²,,,2900000000,"Nhà hẻm, ngõ",2025-06-18
36 m²,2 PN,,2200000000,"Nhà hẻm, ngõ",2025-06-18
15 m²,3 PN,4 WC,3550000000,"Nhà hẻm, ngõ",2025-06-18
127 m²,3 PN,3 WC,14000000000,"Nhà hẻm, ngõ",2025-06-18
"30,6 m²",5 PN,5 WC,10600000000,Nhà mặt tiền,2025-06-18
65 m²,3 PN,2 WC,5800000000,"Nhà hẻm, ngõ",2025-06-18
40 m²,2 PN,2 WC,4300000000,"Nhà hẻm, ngõ",2025-06-18
"56,7 m²",3 PN,3 WC,1670000000,"Nhà hẻm, ngõ",2025-06-18
175 m²,,,7525000000,"Đất dự án, Khu dân cư",2025-06-18
64 m²,2 PN,3 WC,2440000000,"Nhà hẻm, ngõ",2025-06-18
72 m²,4 PN,5 WC,2690000000,"Nhà hẻm, ngõ",2025-06-18
"50,4 m²",4 PN,5 WC,2300000000,"Nhà hẻm, ngõ",2025-06-18
"42,9 m²",2 PN,2 WC,3220000000,"Nhà hẻm, ngõ",2025-06-18
50 m²,3 PN,4 WC,7500000000,"Nhà hẻm, ngõ",2025-06-18
"45,5 m²",4 PN,3 WC,2780000000,"Nhà hẻm, ngõ",2025-06-18
70 m²,11 PN,12 WC,20000000000,"Căn hộ dịch vụ, mini",2025-06-18
100 m²,,,17200000000,Đất thổ cư,2025-06-18
33 m²,1 PN,1 WC,700000000,"Căn hộ dịch vụ, mini",2025-06-18
100 m²,5 PN,3 WC,7800000000,"Nhà hẻm, ngõ",2025-06-18
35 m²,3 PN,4 WC,5400000000,"Nhà hẻm, ngõ",2025-06-18
55 m²,,,12500000000,"Nhà hẻm, ngõ",2025-06-18
"75,6 m²",21 PN,21 WC,20900000000,"Nhà hẻm, ngõ",2025-06-18
282 m²,,,52000000000,Nhà mặt tiền,2025-06-18
221 m²,32 PN,33 WC,57000000000,Nhà mặt tiền,2025-06-18
320 m²,,,93000000000,Nhà mặt tiền,2025-06-18
131 m²,,,35000000000,Nhà mặt tiền,2025-06-18
"122,4 m²",,,12900000000,Officetel,2025-06-18
80 m²,3 PN,2 WC,4900000000,Nhà mặt tiền,2025-06-18
64 m²,4 PN,4 WC,9000000000,"Nhà hẻm, ngõ",2025-06-18
56 m²,4 PN,3 WC,6800000000,"Nhà hẻm, ngõ",2025-06-18
"79,8 m²",9 PN,9 WC,35500000000,Nhà mặt tiền,2025-06-18
48 m²,5 PN,4 WC,20000000000,Nhà mặt tiền,2025-06-18
72 m²,,,9500000000,"Nhà hẻm, ngõ",2025-06-18
191 m²,,,55300000000,Nhà mặt tiền,2025-06-18
72 m²,,,22000000000,"Nhà hẻm, ngõ",2025-06-18
"45,5 m²",5 PN,5 WC,6850000000,"Nhà hẻm, ngõ",2025-06-18
32 m²,2 PN,3 WC,7500000000,Nhà mặt tiền,2025-06-18
29 m²,5 PN,3 WC,4500000000,"Nhà hẻm, ngõ",2025-06-18
67 m²,3 PN,2 WC,5900000000,"Nhà hẻm, ngõ",2025-06-18
12 m²,,,8800000000,Nhà mặt tiền,2025-06-18
"108,3 m²",4 PN,3 WC,15500000000,Nhà mặt tiền,2025-06-18
98 m²,,,12740000000,Đất thổ cư,2025-06-18
55 m²,6 PN,4 WC,21500000000,"Nhà hẻm, ngõ",2025-06-18
64 m²,3 PN,3 WC,1490000000,Nhà mặt tiền,2025-06-18
72 m²,,,13000000000,"Nhà hẻm, ngõ",2025-06-18
56 m²,2 PN,2 WC,4900000000,"Nhà hẻm, ngõ",2025-06-18
"74,4 m²",5 PN,7 WC,17000000000,"Nhà hẻm, ngõ",2025-06-18
"60,7 m²",1 PN,1 WC,7500000000,"Nhà hẻm, ngõ",2025-06-18
"63,1 m²",5 PN,5 WC,30000000000,Nhà mặt tiền,2025-06-18
117 m²,3 PN,2 WC,8580000000,Chung cư,2025-06-18
92 m²,2 PN,2 WC,6300000000,Chung cư,2025-06-18
57 m²,3 PN,2 WC,1150000000,"Nhà hẻm, ngõ",2025-06-18
110 m²,,,69000000000,Nhà mặt tiền,2025-06-18
64 m²,3 PN,2 WC,700000000,Nhà mặt tiền,2025-06-18
100 m²,5 PN,5 WC,17500000000,Nhà mặt tiền,2025-06-18
50 m²,,,22900000000,Nhà mặt tiền,2025-06-18
38 m²,4 PN,3 WC,1870000000,"Nhà hẻm, ngõ",2025-06-18
167 m²,4 PN,4 WC,19800000000,"Biệt thự, Villa",2025-06-18
"46,8 m²",5 PN,5 WC,6000000000,Nhà mặt tiền,2025-06-18
160 m²,,,70000000000,"Biệt thự, Villa",2025-06-18
"204,8 m²",,,900000000,Đất thổ cư,2025-06-18
620 m²,,,105000000000,"Biệt thự, Villa",2025-06-18
48 m²,4 PN,3 WC,2340000000,"Nhà hẻm, ngõ",2025-06-18
40 m²,2 PN,1 WC,1150000000,"Căn hộ dịch vụ, mini",2025-06-18
255 m²,,,95000000000,Nhà mặt tiền,2025-06-18
56 m²,2 PN,3 WC,1430000000,Nhà mặt tiền,2025-06-18
209 m²,,,480000000,Đất thổ cư,2025-06-18
"40,5 m²",,,650000000,Đất thổ cư,2025-06-18
"61,3 m²",,,6000000000,"Nhà hẻm, ngõ",2025-06-18
"45,6 m²",4 PN,6 WC,12600000000,Nhà mặt tiền,2025-06-18
"432,6 m²",,,15000000000,Nhà mặt tiền,2025-06-18
40 m²,3 PN,4 WC,7200000000,"Nhà hẻm, ngõ",2025-06-18
164 m²,6 PN,6 WC,18700000000,Nhà mặt tiền,2025-06-18
182 m²,,,11500000000,"Đất dự án, Khu dân cư",2025-06-18
64 m²,3 PN,3 WC,5250000000,"Nhà hẻm, ngõ",2025-06-18
35 m²,3 PN,3 WC,8650000000,"Nhà hẻm, ngõ",2025-06-18
38 m²,4 PN,3 WC,4800000000,"Nhà hẻm, ngõ",2025-06-18
81 m²,3 PN,3 WC,800000000,"Nhà hẻm, ngõ",2025-06-18
"58,2 m²",3 PN,3 WC,2345000000,"Nhà hẻm, ngõ",2025-06-18
40 m²,1 PN,1 WC,5500000000,Chung cư,2025-06-18
150 m²,,,11800000000,Đất thổ cư,2025-06-18
122 m²,,,13900000000,Đất thổ cư,2025-06-18
600 m²,,,19900000000,"Biệt thự, Villa",2025-06-18
"50,8 m²",,,5200000000,"Nhà hẻm, ngõ",2025-06-18
71 m²,2 PN,2 WC,3590000000,Chung cư,2025-06-18
31 m²,3 PN,3 WC,4100000000,"Nhà hẻm, ngõ",2025-06-18
461 m²,1 PN,3 WC,17500000000,Nhà mặt tiền,2025-06-18
74 m²,3 PN,3 WC,6800000000,"Nhà hẻm, ngõ",2025-06-18
117 m²,5 PN,6 WC,26000000000,"Nhà hẻm, ngõ",2025-06-18
54 m²,3 PN,3 WC,9950000000,Nhà mặt tiền,2025-06-18
60 m²,4 PN,5 WC,13900000000,Nhà mặt tiền,2025-06-18
"120,9 m²",,,5500000000,Đất thổ cư,2025-06-18
60 m²,2 PN,2 WC,1910000000,Chung cư,2025-06-18
90 m²,3 PN,2 WC,1800000000,Nhà mặt tiền,2025-06-18
63 m²,25 PN,25 WC,10500000000,"Nhà hẻm, ngõ",2025-06-18
"214,8 m²",16 PN,20 WC,81000000000,Nhà mặt tiền,2025-06-18
52 m²,4 PN,3 WC,1520000000,"Nhà hẻm, ngõ",2025-06-18
113 m²,,,35000000000,Nhà mặt tiền,2025-06-18
"59,7 m²",2 PN,3 WC,3330000000,"Nhà hẻm, ngõ",2025-06-18
40 m²,5 PN,6 WC,19500000000,"Nhà hẻm, ngõ",2025-06-18
150 m²,4 PN,3 WC,4950000000,"Tập thể, cư xá",2025-06-18
39 m²,,,11800000000,"Nhà hẻm, ngõ",2025-06-18
150 m²,12 PN,,13900000000,"Nhà hẻm, ngõ",2025-06-18
424 m²,10 PN,,22000000000,Nhà mặt tiền,2025-06-18
60 m²,5 PN,4 WC,4350000000,"Nhà hẻm, ngõ",2025-06-18
70 m²,,,2690000000,"Đất dự án, Khu dân cư",2025-06-18
66 m²,,,5300000000,"Nhà hẻm, ngõ",2025-06-18
60 m²,4 PN,5 WC,2570000000,"Nhà hẻm, ngõ",2025-06-18
300 m²,,,560000000,Đất thổ cư,2025-06-18
120 m²,35 PN,35 WC,30900000000,"Nhà hẻm, ngõ",2025-06-18
"155,1 m²",,,2380000000,Đất thổ cư,2025-06-18
60 m²,5 PN,6 WC,5150000000,Nhà mặt tiền,2025-06-18
90 m²,2 PN,2 WC,6700000000,Chung cư,2025-06-18
51 m²,4 PN,,14500000000,"Nhà hẻm, ngõ",2025-06-18
60 m²,7 PN,7 WC,16900000000,Nhà mặt tiền,2025-06-18
80 m²,3 PN,3 WC,3760000000,Nhà mặt tiền,2025-06-18
21 m²,2 PN,2 WC,4100000000,"Nhà hẻm, ngõ",2025-06-18
48 m²,2 PN,2 WC,2980000000,"Nhà hẻm, ngõ",2025-06-18
27 m²,2 PN,2 WC,4250000000,"Nhà hẻm, ngõ",2025-06-18
65 m²,4 PN,6 WC,15500000000,Nhà mặt tiền,2025-06-18
100 m²,8 PN,6 WC,5200000000,Nhà mặt tiền,2025-06-18
100 m²,,,4200000000,"Đất dự án, Khu dân cư",2025-06-18
215 m²,,,95000000000,Nhà mặt tiền,2025-06-18
3.164 m²,,,6500000000,Đất thổ cư,2025-06-18
40 m²,1 PN,1 WC,8600000000,Nhà mặt tiền,2025-06-18
50 m²,,,6250000000,"Nhà hẻm, ngõ",2025-06-18
"48,3 m²",,,1550000000,"Nhà hẻm, ngõ",2025-06-18
31 m²,1 PN,,2700000000,Chung cư,2025-06-18
"79,1 m²",,,35900000000,Nhà mặt tiền,2025-06-18
1.534 m²,,,6000000000,Đất thổ cư,2025-06-18
55 m²,3 PN,3 WC,4050000000,"Nhà hẻm, ngõ",2025-06-18
"61,2 m²",,,6000000000,"Nhà hẻm, ngõ",2025-06-18
400 m²,87 PN,87 WC,79000000000,Nhà mặt tiền,2025-06-18
46 m²,6 PN,3 WC,7290000000,"Nhà hẻm, ngõ",2025-06-18
"52,7 m²",,,22500000000,"Nhà hẻm, ngõ",2025-06-18
30 m²,2 PN,2 WC,3880000000,"Nhà hẻm, ngõ",2025-06-18
195 m²,,,90000000000,Nhà mặt tiền,2025-06-18
238 m²,,,18500000000,Đất thổ cư,2025-06-18
400 m²,,,48000000000,Đất thổ cư,2025-06-18
250 m²,,,30000000000,Đất thổ cư,2025-06-18
131 m²,,,38000000000,Nhà mặt tiền,2025-06-18
100 m²,6 PN,6 WC,39000000000,Nhà mặt tiền,2025-06-18
64 m²,,,6350000000,Đất thổ cư,2025-06-18
46 m²,3 PN,2 WC,1670000000,"Nhà hẻm, ngõ",2025-06-18
60 m²,3 PN,4 WC,3900000000,"Nhà hẻm, ngõ",2025-06-18
63 m²,,,4100000000,Đất thổ cư,2025-06-18
125 m²,,,740000000,Đất thổ cư,2025-06-18
32 m²,,,3800000000,"Nhà hẻm, ngõ",2025-06-18
240 m²,36 PN,11 WC,38000000000,Nhà mặt tiền,2025-06-18
145 m²,,,55000000000,Nhà mặt tiền,2025-06-18
"58,7 m²",2 PN,3 WC,2150000000,"Nhà hẻm, ngõ",2025-06-18
160 m²,,,35000000000,Đất thổ cư,2025-06-18
118 m²,3 PN,2 WC,6300000000,Chung cư,2025-06-18
32 m²,2 PN,2 WC,3800000000,"Nhà hẻm, ngõ",2025-06-18
22 m²,1 PN,2 WC,4300000000,"Nhà hẻm, ngõ",2025-06-18
155 m²,3 PN,3 WC,13900000000,Chung cư,2025-06-18
54 m²,3 PN,3 WC,3050000000,"Nhà hẻm, ngõ",2025-06-18
86 m²,,,5600000000,Đất thổ cư,2025-06-18
"617,3 m²",,,15800000000,Nhà mặt tiền,2025-06-18
"54,6 m²",8 PN,9 WC,9200000000,"Nhà hẻm, ngõ",2025-06-18
168 m²,50 PN,52 WC,52000000000,Nhà mặt tiền,2025-06-18
56 m²,5 PN,6 WC,5950000000,"Nhà hẻm, ngõ",2025-06-18
1.000 m²,,,250000000,Đất thổ cư,2025-06-18
75 m²,3 PN,4 WC,6950000000,"Nhà hẻm, ngõ",2025-06-18
56 m²,2 PN,2 WC,5500000000,"Nhà hẻm, ngõ",2025-06-18
64 m²,,,5800000000,Đất thổ cư,2025-06-18
590 m²,,,17979000000,Đất thổ cư,2025-06-18
1.000 m²,,,6500000000,"Đất nông nghiệp, kho bãi",2025-06-18
225 m²,,,86000000000,Nhà mặt tiền,2025-06-18
"178,5 m²",,,8500000000,"Nhà hẻm, ngõ",2025-06-18
518 m²,,,1500000000,Đất thổ cư,2025-06-18
40 m²,,,1600000000,"Tập thể, cư xá",2025-06-18
110 m²,,,360000000,Đất thổ cư,2025-06-18
82 m²,,,9500000000,"Nhà hẻm, ngõ",2025-06-18
"405,5 m²",,,7200000000,Đất thổ cư,2025-06-18
80 m²,,,1823000000,Đất thổ cư,2025-06-18
280 m²,4 PN,3 WC,52000000000,"Nhà hẻm, ngõ",2025-06-18
84 m²,5 PN,3 WC,11000000000,Nhà mặt tiền,2025-06-18
84 m²,,,31500000000,Nhà mặt tiền,2025-06-18
"26.084,2 m²",,,2000000000,Đất thổ cư,2025-06-18
90 m²,,,58500000000,Nhà mặt tiền,2025-06-18
"34,9 m²",2 PN,2 WC,1980000000,"Nhà hẻm, ngõ",2025-06-18
55 m²,4 PN,5 WC,14800000000,"Nhà hẻm, ngõ",2025-06-18
182 m²,,,0,"Đất dự án, Khu dân cư",2025-06-18
131 m²,,,37000000000,"Biệt thự, Villa",2025-06-18
218 m²,,,4800000000,Đất thổ cư,2025-06-18
42 m²,,,3450000000,"Nhà hẻm, ngõ",2025-06-18
39 m²,3 PN,3 WC,8500000000,Nhà mặt tiền,2025-06-18
75 m²,,,30600000000,"Nhà hẻm, ngõ",2025-06-18
100 m²,,,950000000,Đất thổ cư,2025-06-18
45 m²,,,8000000000,"Nhà hẻm, ngõ",2025-06-18
105 m²,,,16800000000,Nhà mặt tiền,2025-06-18
34 m²,,,6000000000,"Nhà hẻm, ngõ",2025-06-18
85 m²,3 PN,3 WC,8700000000,Nhà mặt tiền,2025-06-18
84 m²,3 PN,3 WC,7700000000,"Nhà hẻm, ngõ",2025-06-18
15 m²,,,1700000000,"Nhà hẻm, ngõ",2025-06-18
108 m²,,,32000000000,"Nhà hẻm, ngõ",2025-06-18
62 m²,,,11800000000,Đất thổ cư,2025-06-18
50 m²,2 PN,1 WC,3200000000,"Tập thể, cư xá",2025-06-18
60 m²,8 PN,,31500000000,Nhà mặt tiền,2025-06-18
"36,8 m²",2 PN,2 WC,9700000000,Nhà mặt tiền,2025-06-18
250 m²,,,570000000,Đất thổ cư,2025-06-18
40 m²,,,6000001000,Nhà mặt tiền,2025-06-18
80 m²,4 PN,,18000000000,Nhà mặt tiền,2025-06-18
72 m²,,,14500000000,Nhà mặt tiền,2025-06-18
13 m²,3 PN,4 WC,3300000000,"Nhà hẻm, ngõ",2025-06-18
585 m²,1 PN,1 WC,1200000000,Nhà mặt tiền,2025-06-18
64 m²,2 PN,1 WC,1750000000,Chung cư,2025-06-18
237 m²,1 PN,2 WC,5555505050,Nhà mặt tiền,2025-06-18
64 m²,,,24000000000,Nhà mặt tiền,2025-06-18
56 m²,2 PN,2 WC,4500000000,"Nhà hẻm, ngõ",2025-06-18
60 m²,2 PN,2 WC,1900000000,Chung cư,2025-06-18
36 m²,3 PN,4 WC,8999999999,"Nhà hẻm, ngõ",2025-06-18
"77,5 m²",4 PN,3 WC,6500000000,Nhà mặt tiền,2025-06-18
"56,1 m²",2 PN,2 WC,2100000000,Chung cư,2025-06-18
"90,5 m²",1 PN,1 WC,28000000000,Nhà mặt tiền,2025-06-18
30 m²,2 PN,2 WC,4380000000,"Nhà hẻm, ngõ",2025-06-18
430 m²,13 PN,,28500000000,"Nhà hẻm, ngõ",2025-06-18
90 m²,4 PN,5 WC,3200000000,Nhà mặt tiền,2025-06-18
75 m²,4 PN,5 WC,7400000000,Nhà mặt tiền,2025-06-18
101 m²,,,86000000000,Nhà mặt tiền,2025-06-18
48 m²,4 PN,3 WC,2050000000,"Nhà hẻm, ngõ",2025-06-18
180 m²,,,2520000000,"Đất dự án, Khu dân cư",2025-06-18
75 m²,6 PN,5 WC,14990000000,Nhà mặt tiền,2025-06-18
166 m²,,,105000000000,Nhà mặt tiền,2025-06-18
81 m²,5 PN,5 WC,7190000000,"Nhà hẻm, ngõ",2025-06-18
12 m²,,,1350000000,"Nhà hẻm, ngõ",2025-06-18
112 m²,,,1600000000,Đất thổ cư,2025-06-18
139 m²,5 PN,5 WC,62000000000,Nhà mặt tiền,2025-06-18
56 m²,9 PN,9 WC,11330000000,"Nhà hẻm, ngõ",2025-06-18
90 m²,,,47900000000,Nhà mặt tiền,2025-06-18
50 m²,4 PN,4 WC,3250000000,Nhà mặt tiền,2025-06-18
55 m²,10 PN,11 WC,15000000000,Nhà mặt tiền,2025-06-18
160 m²,4 PN,5 WC,34000000000,Nhà mặt tiền,2025-06-18
38 m²,3 PN,3 WC,7750000000,"Nhà hẻm, ngõ",2025-06-18
3.000 m²,,,40000000000,Đất thổ cư,2025-06-18
61 m²,2 PN,1 WC,4699000000,Chung cư,2025-06-18
64 m²,5 PN,2 WC,7900000000,Nhà mặt tiền,2025-06-18
90 m²,3 PN,2 WC,1350000000,"Nhà hẻm, ngõ",2025-06-18
255 m²,,,90000000000,"Biệt thự, Villa",2025-06-18
"57,5 m²",,,11800000000,Đất thổ cư,2025-06-18
1.056 m²,,,1550000000,"Đất nông nghiệp, kho bãi",2025-06-18
83 m²,3 PN,2 WC,3990000000,Chung cư,2025-06-18
80 m²,,,2790000000,"Đất dự án, Khu dân cư",2025-06-18
35 m²,3 PN,4 WC,8500000000,"Nhà hẻm, ngõ",2025-06-18
201 m²,,,12300000000,"Biệt thự, Villa",2025-06-18
125 m²,,,14500000000,"Nhà hẻm, ngõ",2025-06-18
225 m²,,,590000000,Đất thổ cư,2025-06-18
562 m²,,,47000000000,Nhà mặt tiền,2025-06-18
94 m²,2 PN,,24700000000,Nhà mặt tiền,2025-06-18
84 m²,,,4500000000,"Nhà hẻm, ngõ",2025-06-18
159 m²,2 PN,,5950000000,Nhà mặt tiền,2025-06-18
175 m²,,,300000000,Đất thổ cư,2025-06-18
150 m²,,,2100000000,Đất thổ cư,2025-06-18
300 m²,,,2500000000,Đất thổ cư,2025-06-18
41 m²,3 PN,4 WC,14500000000,"Nhà hẻm, ngõ",2025-06-18
250 m²,,,570000000,Đất thổ cư,2025-06-18
"67,9 m²",3 PN,3 WC,3720000000,"Nhà hẻm, ngõ",2025-06-18
52 m²,,,13900000000,"Nhà hẻm, ngõ",2025-06-18
103 m²,12 PN,12 WC,15000000000,Nhà mặt tiền,2025-06-18
150 m²,,,35000000000,"Biệt thự, Villa",2025-06-18
900 m²,3 PN,3 WC,140000000000,Nhà mặt tiền,2025-06-18
